windspeed,Vestas.V80.2000
14.17,0.798267
14.18,0.798137
14.19,0.798694
14.2,0.798565
14.21,0.799118
14.22,0.798989
14.23,0.7992
14.24,0.799746
14.25,0.799617
14.26,0.799825
14.27,0.800031
14.28,0.800236
14.29,0.800441
14.3,0.800644
14.31,0.801175
14.32,0.801375
14.33,0.801574
14.34,0.801447
14.35,0.801969
14.36,0.801843
14.37,0.80236
14.38,0.802234
14.39,0.802428
14.4,0.802939
14.41,0.802814
14.42,0.80332
14.43,0.803195
14.44,0.803697
14.45,0.803572
14.46,0.804069
14.47,0.803945
14.48,0.804438
14.49,0.804621
14.5,0.804498
14.51,0.804984
14.52,0.804861
14.53,0.805342
14.54,0.80522
14.55,0.805398
14.56,0.805575
14.57,0.805751
14.58,0.805926
14.59,0.8061
14.6,0.806273
14.61,0.806445
14.62,0.806907
14.63,0.806786
14.64,0.806955
14.65,0.80741
14.66,0.80729
14.67,0.807456
14.68,0.807621
14.69,0.807785
14.7,0.807949
14.71,0.80839
14.72,0.808271
14.73,0.808709
14.74,0.808866
14.75,0.808749
14.76,0.808906
14.77,0.809062
14.78,0.809217
14.79,0.809371
14.8,0.809793
14.81,0.809944
14.82,0.810093
14.83,0.810243
14.84,0.810127
14.85,0.810537
14.86,0.810422
14.87,0.810568
14.88,0.810713
14.89,0.810857
14.9,0.811
14.91,0.811143
14.92,0.811538
14.93,0.811424
14.94,0.811564
14.95,0.811702
14.96,0.811839
14.97,0.811975
14.98,0.812111
14.99,0.812491
15,0.812378
15.01,0.812511
15.02,0.812642
15.03,0.812773
15.04,0.812902
15.05,0.813269
15.06,0.813395
15.07,0.81352
15.08,0.813645
15.09,0.813535
15.1,0.813658
15.11,0.813781
15.12,0.814132
15.13,0.814023
15.14,0.81437
15.15,0.814487
15.16,0.814379
15.17,0.814719
15.18,0.814611
15.19,0.814726
15.2,0.81484
15.21,0.815171
15.22,0.815064
15.23,0.815175
15.24,0.815285
15.25,0.815394
15.26,0.815502
15.27,0.815609
15.28,0.815925
15.29,0.81582
15.3,0.815924
15.31,0.816234
15.32,0.816335
15.33,0.816435
15.34,0.816331
15.35,0.81643
15.36,0.816528
15.37,0.816625
15.38,0.816722
15.39,0.817014
15.4,0.817107
15.41,0.817005
15.42,0.81729
15.43,0.817189
15.44,0.817279
15.45,0.817369
15.46,0.817646
15.47,0.817545
15.48,0.817632
15.49,0.817718
15.5,0.817802
15.51,0.818068
15.52,0.817969
15.53,0.81823
15.54,0.818132
15.55,0.818211
15.56,0.818466
15.57,0.818543
15.58,0.818619
15.59,0.818521
15.6,0.818767
15.61,0.818671
15.62,0.818744
15.63,0.818816
15.64,0.818887
15.65,0.819122
15.66,0.819027
15.67,0.819095
15.68,0.819163
15.69,0.819389
15.7,0.819294
15.71,0.819359
15.72,0.819422
15.73,0.819641
15.74,0.819701
15.75,0.819608
15.76,0.819667
15.77,0.819726
15.78,0.819933
15.79,0.819841
15.8,0.819897
15.81,0.820097
15.82,0.820006
15.83,0.820059
15.84,0.820111
15.85,0.820302
15.86,0.820212
15.87,0.820261
15.88,0.820309
15.89,0.820493
15.9,0.820538
15.91,0.820449
15.92,0.820493
15.93,0.820536
15.94,0.820709
15.95,0.820621
15.96,0.820661
15.97,0.820701
15.98,0.820864
15.99,0.820901
16,0.820814
16.01,0.82085
16.02,0.820885
16.03,0.821038
16.04,0.820952
16.05,0.820984
16.06,0.82113
16.07,0.821159
16.08,0.821187
16.09,0.821103
16.1,0.82113
16.11,0.821156
16.12,0.82129
16.13,0.821206
16.14,0.82123
16.15,0.821252
16.16,0.821274
16.17,0.821396
16.18,0.821314
16.19,0.821333
16.2,0.821351
16.21,0.821465
16.22,0.821383
16.23,0.821398
16.24,0.821412
16.25,0.821425
16.26,0.821528
16.27,0.821449
16.28,0.821459
16.29,0.821468
16.3,0.821476
16.31,0.821568
16.32,0.82149
16.33,0.821495
16.34,0.8215
16.35,0.821583
16.36,0.821506
16.37,0.821508
16.38,0.821509
16.39,0.821583
16.4,0.821581
16.41,0.821578
16.42,0.821573
16.43,0.821498
16.44,0.821493
16.45,0.821487
16.46,0.821547
16.47,0.821472
16.48,0.821464
16.49,0.821454
16.5,0.821443
16.51,0.821492
16.52,0.821419
16.53,0.821405
16.54,0.821391
16.55,0.821376
16.56,0.821414
16.57,0.821396
16.58,0.821376
16.59,0.821305
16.6,0.821334
16.61,0.821264
16.62,0.821289
16.63,0.821218
16.64,0.821195
16.65,0.82117
16.66,0.821144
16.67,0.821117
16.68,0.821089
16.69,0.8211
16.7,0.821031
16.71,0.821001
16.72,0.820969
16.73,0.820971
16.74,0.820937
16.75,0.820869
16.76,0.820834
16.77,0.820798
16.78,0.820789
16.79,0.820723
16.8,0.820709
16.81,0.820668
16.82,0.820603
16.83,0.820561
16.84,0.820518
16.85,0.820474
16.86,0.820429
16.87,0.820401
16.88,0.820337
16.89,0.82029
16.9,0.820241
16.91,0.820191
16.92,0.820153
16.93,0.82009
16.94,0.820038
16.95,0.819984
16.96,0.81993
16.97,0.819875
16.98,0.819823
16.99,0.819765
17,0.819704
17.01,0.819645
17.02,0.819586
17.03,0.819523
17.04,0.819463
17.05,0.819396
17.06,0.819331
17.07,0.819272
17.08,0.819199
17.09,0.81914
17.1,0.819073
17.11,0.819004
17.12,0.818922
17.13,0.818865
17.14,0.818794
17.15,0.818721
17.16,0.818648
17.17,0.818574
17.18,0.818499
17.19,0.818402
17.2,0.818347
17.21,0.818269
17.22,0.81819
17.23,0.81811
17.24,0.818003
17.25,0.81792
17.26,0.817836
17.27,0.817782
17.28,0.817697
17.29,0.817612
17.3,0.817492
17.31,0.817403
17.32,0.817314
17.33,0.817224
17.34,0.817171
17.35,0.81704
17.36,0.816988
17.37,0.816895
17.38,0.816801
17.39,0.816706
17.4,0.816564
17.41,0.816514
17.42,0.816368
17.43,0.816318
17.44,0.816218
17.45,0.816117
17.46,0.816016
17.47,0.815913
17.48,0.815755
17.49,0.815649
17.5,0.815601
17.51,0.815494
17.52,0.815387
17.53,0.815279
17.54,0.81517
17.55,0.814996
17.56,0.814884
17.57,0.814771
17.58,0.814657
17.59,0.81461
17.6,0.814426
17.61,0.81438
17.62,0.814263
17.63,0.814146
17.64,0.814027
17.65,0.813908
17.66,0.813787
17.67,0.813588
17.68,0.813544
17.69,0.81334
17.7,0.813296
17.71,0.813171
17.72,0.813045
17.73,0.812918
17.74,0.812704
17.75,0.812661
17.76,0.812443
17.77,0.8124
17.78,0.812268
17.79,0.812135
17.8,0.812002
17.81,0.811773
17.82,0.811636
17.83,0.811498
17.84,0.81136
17.85,0.81122
17.86,0.811179
17.87,0.811039
17.88,0.810898
17.89,0.810756
17.9,0.810508
17.91,0.810362
17.92,0.810216
17.93,0.810069
17.94,0.809921
17.95,0.809882
17.96,0.809733
17.97,0.809584
17.98,0.809433
17.99,0.809166
18,0.809128
18.01,0.808975
18.02,0.80882
18.03,0.808665
18.04,0.808508
18.05,0.808228
18.06,0.808069
18.07,0.808033
18.08,0.807747
18.09,0.807711
18.1,0.807549
18.11,0.807386
18.12,0.807222
18.13,0.807057
18.14,0.806758
18.15,0.80659
18.16,0.806421
18.17,0.806251
18.18,0.806217
18.19,0.806046
18.2,0.805875
18.21,0.805702
18.22,0.805529
18.23,0.805354
18.24,0.805034
18.25,0.804857
18.26,0.804678
18.27,0.804646
18.28,0.804318
18.29,0.804287
18.3,0.804105
18.31,0.803771
18.32,0.80374
18.33,0.803402
18.34,0.803371
18.35,0.803028
18.36,0.80284
18.37,0.802651
18.38,0.802622
18.39,0.802271
18.4,0.802079
18.41,0.802049
18.42,0.801692
18.43,0.801663
18.44,0.801302
18.45,0.801273
18.46,0.800908
18.47,0.800879
18.48,0.800681
18.49,0.800482
18.5,0.800281
18.51,0.80008
18.52,0.799878
18.53,0.799498
18.54,0.799471
18.55,0.799086
18.56,0.798879
18.57,0.798853
18.58,0.798462
18.59,0.798437
18.6,0.798227
18.61,0.798016
18.62,0.797804
18.63,0.797592
18.64,0.797378
18.65,0.796973
18.66,0.796948
18.67,0.796539
18.68,0.796514
18.69,0.796101
18.7,0.796077
18.71,0.795659
18.72,0.795635
18.73,0.795214
18.74,0.794989
18.75,0.794966
18.76,0.794538
18.77,0.794515
18.78,0.794288
18.79,0.794061
18.8,0.793832
18.81,0.793393
18.82,0.793161
18.83,0.792928
18.84,0.792695
18.85,0.79246
18.86,0.792439
18.87,0.791988
18.88,0.791967
18.89,0.79173
18.9,0.791273
18.91,0.791252
18.92,0.790791
18.93,0.790771
18.94,0.790306
18.95,0.790286
18.96,0.790042
18.97,0.789797
18.98,0.789551
18.99,0.789304
19,0.789056
19.01,0.788807
19.02,0.788558
19.03,0.788307
19.04,0.788056
19.05,0.787803
19.06,0.787313
19.07,0.787295
19.08,0.786801
19.09,0.786783
19.1,0.786285
19.11,0.786268
19.12,0.785765
19.13,0.785748
19.14,0.785487
19.15,0.784979
19.16,0.784962
19.17,0.784698
19.18,0.784433
19.19,0.784167
19.2,0.783901
19.21,0.783633
19.22,0.783364
19.23,0.783095
19.24,0.782824
19.25,0.782553
19.26,0.782022
19.27,0.782006
19.28,0.781472
19.29,0.781457
19.3,0.780918
19.31,0.78064
19.32,0.780361
19.33,0.78008
19.34,0.780066
19.35,0.779517
19.36,0.779503
19.37,0.77922
19.38,0.778936
19.39,0.778652
19.4,0.778093
19.41,0.778079
19.42,0.777792
19.43,0.777503
19.44,0.777214
19.45,0.776923
19.46,0.776632
19.47,0.77634
19.48,0.776047
19.49,0.775469
19.5,0.775173
19.51,0.774876
19.52,0.774864
19.53,0.774279
19.54,0.774267
19.55,0.773678
19.56,0.773376
19.57,0.773073
19.58,0.772769
19.59,0.772465
19.6,0.772159
19.61,0.772148
19.62,0.771545
19.63,0.771534
19.64,0.771226
19.65,0.770617
19.66,0.770606
19.67,0.769993
19.68,0.769983
19.69,0.76967
19.7,0.769356
19.71,0.769042
19.72,0.768726
19.73,0.768409
19.74,0.767782
19.75,0.767773
19.76,0.767142
19.77,0.767133
19.78,0.766811
19.79,0.766489
19.8,0.76585
19.81,0.765524
19.82,0.765198
19.83,0.764871
19.84,0.764543
19.85,0.764214
19.86,0.763884
19.87,0.763553
19.88,0.763545
19.89,0.762889
19.9,0.762555
19.91,0.76222
19.92,0.761885
19.93,0.761548
19.94,0.761211
19.95,0.761204
19.96,0.760534
19.97,0.760526
19.98,0.759852
19.99,0.75951
20,0.759503
20.01,0.758823
20.02,0.758816
20.03,0.758133
20.04,0.758126
20.05,0.75778
20.06,0.75709
20.07,0.757084
20.08,0.75639
20.09,0.756384
20.1,0.755687
20.11,0.755681
20.12,0.755328
20.13,0.754974
20.14,0.754619
20.15,0.753912
20.16,0.753907
20.17,0.753196
20.18,0.75319
20.19,0.752476
20.2,0.75247
20.21,0.752109
20.22,0.751747
20.23,0.751384
20.24,0.75066
20.25,0.750654
20.26,0.750289
20.27,0.749922
20.28,0.749554
20.29,0.749185
20.3,0.748816
20.31,0.748445
20.32,0.748074
20.33,0.747702
20.34,0.747329
20.35,0.746954
20.36,0.746579
20.37,0.746204
20.38,0.745827
20.39,0.745449
20.4,0.74507
20.41,0.744691
20.42,0.74431
20.43,0.743929
20.44,0.743547
20.45,0.743163
20.46,0.742779
20.47,0.742394
20.48,0.742009
20.49,0.741622
20.5,0.741234
20.51,0.740845
20.52,0.740456
20.53,0.740066
20.54,0.739674
20.55,0.739282
20.56,0.738889
20.57,0.738495
20.58,0.7381
20.59,0.737704
20.6,0.737308
20.61,0.73691
20.62,0.736512
20.63,0.736112
20.64,0.735712
20.65,0.735311
20.66,0.734909
20.67,0.734104
20.68,0.734102
20.69,0.733294
20.7,0.733291
20.71,0.73248
20.72,0.732478
20.73,0.732069
20.74,0.731252
20.75,0.73125
20.76,0.730429
20.77,0.730428
20.78,0.729603
20.79,0.729601
20.8,0.728773
20.81,0.728357
20.82,0.728355
20.83,0.727522
20.84,0.72752
20.85,0.726683
20.86,0.726682
20.87,0.725841
20.88,0.72584
20.89,0.725418
20.9,0.724572
20.91,0.72457
20.92,0.723721
20.93,0.72372
20.94,0.722866
20.95,0.722865
20.96,0.722009
20.97,0.721579
20.98,0.721578
20.99,0.720716
21,0.720715
21.01,0.719849
21.02,0.719848
21.03,0.718979
21.04,0.718979
21.05,0.718106
21.06,0.717668
21.07,0.717668
21.08,0.71679
21.09,0.716789
21.1,0.715908
21.11,0.715907
21.12,0.715023
21.13,0.715022
21.14,0.714578
21.15,0.713689
21.16,0.713688
21.17,0.712795
21.18,0.712795
21.19,0.711898
21.2,0.711898
21.21,0.710998
21.22,0.710546
21.23,0.710546
21.24,0.709641
21.25,0.70964
21.26,0.708732
21.27,0.708731
21.28,0.70782
21.29,0.707819
21.3,0.706904
21.31,0.706445
21.32,0.706445
21.33,0.705525
21.34,0.705524
21.35,0.704601
21.36,0.704601
21.37,0.703674
21.38,0.703674
21.39,0.703209
21.4,0.702277
21.41,0.702277
21.42,0.701342
21.43,0.701342
21.44,0.700403
21.45,0.700403
21.46,0.699461
21.47,0.698989
21.48,0.698989
21.49,0.698042
21.5,0.698042
21.51,0.697092
21.52,0.697092
21.53,0.696139
21.54,0.696139
21.55,0.695183
21.56,0.694703
21.57,0.694703
21.58,0.693742
21.59,0.693742
21.6,0.692778
21.61,0.692778
21.62,0.69181
21.63,0.69181
21.64,0.691325
21.65,0.690353
21.66,0.690353
21.67,0.689378
21.68,0.68944
21.69,0.688461
21.7,0.688461
21.71,0.687479
21.72,0.686987
21.73,0.686987
21.74,0.686001
21.75,0.686001
21.76,0.685011
21.77,0.685011
21.78,0.684018
21.79,0.684018
21.8,0.683022
21.81,0.682523
21.82,0.682523
21.83,0.681522
21.84,0.681522
21.85,0.680519
21.86,0.680519
21.87,0.679512
21.88,0.679512
21.89,0.679008
21.9,0.677997
21.91,0.677997
21.92,0.676983
21.93,0.676983
21.94,0.675966
21.95,0.675966
21.96,0.674946
21.97,0.674435
21.98,0.674435
21.99,0.67341
22,0.67341
22.01,0.672897
22.02,0.671868
22.03,0.671353
22.04,0.671353
22.05,0.670837
22.06,0.669802
22.07,0.669802
22.08,0.669284
22.09,0.668245
22.1,0.667724
22.11,0.667724
22.12,0.667203
22.13,0.666159
22.14,0.666159
22.15,0.665635
22.16,0.664587
22.17,0.664061
22.18,0.664061
22.19,0.663535
22.2,0.662481
22.21,0.662481
22.22,0.661953
22.23,0.660894
22.24,0.660364
22.25,0.660364
22.26,0.659833
22.27,0.658769
22.28,0.658236
22.29,0.658236
22.3,0.657702
22.31,0.656633
22.32,0.656633
22.33,0.656097
22.34,0.655024
22.35,0.654486
22.36,0.654486
22.37,0.653948
22.38,0.652869
22.39,0.652869
22.4,0.652329
22.41,0.651247
22.42,0.650704
22.43,0.650704
22.44,0.650161
22.45,0.649074
22.46,0.649074
22.47,0.648529
22.48,0.647437
22.49,0.64689
22.5,0.64689
22.51,0.646343
22.52,0.645246
22.53,0.644697
22.54,0.644697
22.55,0.644147
22.56,0.643045
22.57,0.643045
22.58,0.642493
22.59,0.641388
22.6,0.640834
22.61,0.640834
22.62,0.64028
22.63,0.63917
22.64,0.63917
22.65,0.638614
22.66,0.6375
22.67,0.636942
22.68,0.636942
22.69,0.636383
22.7,0.635264
22.71,0.635264
22.72,0.634704
22.73,0.633582
22.74,0.63302
22.75,0.63302
22.76,0.632457
22.77,0.63133
22.78,0.630765
22.79,0.630765
22.8,0.630201
22.81,0.629069
22.82,0.629069
22.83,0.628502
22.84,0.627367
22.85,0.626799
22.86,0.626799
22.87,0.62623
22.88,0.62509
22.89,0.62509
22.9,0.624519
22.91,0.623376
22.92,0.622804
22.93,0.622804
22.94,0.622231
22.95,0.621084
22.96,0.621084
22.97,0.620509
22.98,0.619359
22.99,0.618783
23,0.618783
23.01,0.618206
23.02,0.617051
23.03,0.616473
23.04,0.616473
23.05,0.615894
23.06,0.614735
23.07,0.614735
23.08,0.614155
23.09,0.612992
23.1,0.61241
23.11,0.61241
23.12,0.611828
23.13,0.610662
23.14,0.610662
23.15,0.610078
23.16,0.608908
23.17,0.608323
23.18,0.608323
23.19,0.607737
23.2,0.606564
23.21,0.606564
23.22,0.605976
23.23,0.6048
23.24,0.604211
23.25,0.604211
23.26,0.603622
23.27,0.602442
23.28,0.601851
23.29,0.601851
23.3,0.60126
23.31,0.600076
23.32,0.600076
23.33,0.599483
23.34,0.598296
23.35,0.597702
23.36,0.597702
23.37,0.597108
23.38,0.595917
23.39,0.595917
23.4,0.595321
23.41,0.594128
23.42,0.593531
23.43,0.593531
23.44,0.592933
23.45,0.591736
23.46,0.591736
23.47,0.591137
23.48,0.589938
23.49,0.589338
23.5,0.589338
23.51,0.588737
23.52,0.587534
23.53,0.586932
23.54,0.586932
23.55,0.58633
23.56,0.585124
23.57,0.585124
23.58,0.58452
23.59,0.583311
23.6,0.582706
23.61,0.582706
23.62,0.582101
23.63,0.580889
23.64,0.580889
23.65,0.580283
23.66,0.579068
23.67,0.578461
23.68,0.578461
23.69,0.577853
23.7,0.576635
23.71,0.576635
23.72,0.576026
23.73,0.574806
23.74,0.574196
23.75,0.574196
23.76,0.573585
23.77,0.572362
23.78,0.57175
23.79,0.57175
23.8,0.571138
23.81,0.569912
23.82,0.569912
23.83,0.569299
23.84,0.568071
23.85,0.567457
23.86,0.567457
23.87,0.566842
23.88,0.565611
23.89,0.565611
23.9,0.564996
23.91,0.563763
23.92,0.563146
23.93,0.563146
23.94,0.562529
23.95,0.561293
23.96,0.561293
23.97,0.560675
23.98,0.559438
23.99,0.558819
24,0.558819
24.01,0.558199
24.02,0.556959
24.03,0.556339
24.04,0.556339
24.05,0.555718
24.06,0.554476
24.07,0.554476
24.08,0.553854
24.09,0.55261
24.1,0.551987
24.11,0.551987
24.12,0.551364
24.13,0.550118
24.14,0.550118
24.15,0.549494
24.16,0.548246
24.17,0.547621
24.18,0.547621
24.19,0.546996
24.2,0.545745
24.21,0.545745
24.22,0.54512
24.23,0.543867
24.24,0.543241
24.25,0.543241
24.26,0.542614
24.27,0.54136
24.28,0.540732
24.29,0.540732
24.3,0.539476
24.31,0.538848
24.32,0.538848
24.33,0.538219
24.34,0.536961
24.35,0.536332
24.36,0.536332
24.37,0.535702
24.38,0.534442
24.39,0.534442
24.4,0.533812
24.41,0.532551
24.42,0.53192
24.43,0.53192
24.44,0.531289
24.45,0.530025
24.46,0.530025
24.47,0.529394
24.48,0.528129
24.49,0.527497
24.5,0.527497
24.51,0.526864
24.52,0.525598
24.53,0.524964
24.54,0.524964
24.55,0.523697
24.56,0.523063
24.57,0.523063
24.58,0.522429
24.59,0.52116
24.6,0.520525
24.61,0.520525
24.62,0.51989
24.63,0.51862
24.64,0.51862
24.65,0.517984
24.66,0.516713
24.67,0.516077
24.68,0.516077
24.69,0.515441
24.7,0.514168
24.71,0.514168
24.72,0.513531
24.73,0.512257
24.74,0.51162
24.75,0.51162
24.76,0.510983
24.77,0.509708
24.78,0.50907
24.79,0.50907
24.8,0.507794
24.81,0.507156
24.82,0.507156
24.83,0.506517
24.84,0.50524
24.85,0.504602
24.86,0.504602
24.87,0.503963
24.88,0.502684
24.89,0.502684
24.9,0.502045
24.91,0.500766
24.92,0.500127
24.93,0.500127
24.94,0.499487
24.95,0.498207
24.96,0.498207
24.97,0.497567
24.98,0.496286
24.99,0.495646
25,0.495646
25.01,0.495005
25.02,0.493724
25.03,0.493083
25.04,0.493083
25.05,0.491801
25.06,0.49116
25.07,0.49116
25.08,0.490519
25.09,0.489237
25.1,0.488595
25.11,0.488595
25.12,0.487954
25.13,0.486671
25.14,0.486671
25.15,0.486029
25.16,0.484745
25.17,0.484103
25.18,0.484103
25.19,0.483461
25.2,0.482177
25.21,0.482177
25.22,0.481535
25.23,0.480251
25.24,0.479608
25.25,0.479608
25.26,0.478966
25.27,0.477681
25.28,0.477039
25.29,0.477039
25.3,0.475754
25.31,0.475111
25.32,0.475111
25.33,0.474469
25.34,0.473183
25.35,0.472541
25.36,0.472541
25.37,0.471898
25.38,0.470612
25.39,0.470612
25.4,0.46997
25.41,0.468684
25.42,0.468041
25.43,0.468041
25.44,0.467398
25.45,0.466113
25.46,0.466113
25.47,0.46547
25.48,0.464184
25.49,0.463541
25.5,0.463541
25.51,0.462898
25.52,0.461613
25.53,0.46097
25.54,0.46097
25.55,0.459684
25.56,0.459042
25.57,0.459042
25.58,0.458399
25.59,0.457114
25.6,0.456471
25.61,0.456471
25.62,0.455828
25.63,0.454543
25.64,0.454543
25.65,0.453901
25.66,0.452616
25.67,0.451973
25.68,0.451973
25.69,0.451331
25.7,0.450047
25.71,0.450047
25.72,0.449404
25.73,0.44812
25.74,0.447478
25.75,0.447478
25.76,0.446836
25.77,0.445552
25.78,0.44491
25.79,0.44491
25.8,0.443627
25.81,0.442985
25.82,0.442985
25.83,0.442344
25.84,0.441061
25.85,0.44042
25.86,0.44042
25.87,0.439779
25.88,0.438497
25.89,0.438497
25.9,0.437856
25.91,0.436574
25.92,0.435933
25.93,0.435933
25.94,0.435293
25.95,0.434012
25.96,0.434012
25.97,0.433372
25.98,0.432091
25.99,0.431451
26,0.431451
26.01,0.430812
26.02,0.429532
26.03,0.429532
26.04,0.428893
26.05,0.427614
26.06,0.426975
26.07,0.426975
26.08,0.426336
26.09,0.425058
26.1,0.42442
26.11,0.42442
26.12,0.423781
26.13,0.422505
26.14,0.422505
26.15,0.421867
26.16,0.420591
26.17,0.419953
26.18,0.419953
26.19,0.419316
26.2,0.418041
26.21,0.418041
26.22,0.417404
26.23,0.41613
26.24,0.415494
26.25,0.415494
26.26,0.414857
26.27,0.413585
26.28,0.413585
26.29,0.412949
26.3,0.411678
26.31,0.411042
26.32,0.411042
26.33,0.410407
26.34,0.409137
26.35,0.408502
26.36,0.408502
26.37,0.407868
26.38,0.406599
26.39,0.406599
26.4,0.405965
26.41,0.404698
26.42,0.404064
26.43,0.404064
26.44,0.403431
26.45,0.402165
26.46,0.402165
26.47,0.401533
26.48,0.400268
26.49,0.399636
26.5,0.399636
26.51,0.399004
26.52,0.397741
26.53,0.397741
26.54,0.39711
26.55,0.395849
26.56,0.395218
26.57,0.395218
26.58,0.394588
26.59,0.393328
26.6,0.392698
26.61,0.392698
26.62,0.392069
26.63,0.390811
26.64,0.390811
26.65,0.390182
26.66,0.388926
26.67,0.388298
26.68,0.388298
26.69,0.38767
26.7,0.386415
26.71,0.386415
26.72,0.385788
26.73,0.384535
26.74,0.383909
26.75,0.383909
26.76,0.383283
26.77,0.382032
26.78,0.382032
26.79,0.381407
26.8,0.380157
26.81,0.379533
26.82,0.379533
26.83,0.378908
26.84,0.377661
26.85,0.377038
26.86,0.377038
26.87,0.376415
26.88,0.375169
26.89,0.375169
26.9,0.374547
26.91,0.373304
26.92,0.372682
26.93,0.372682
26.94,0.372061
26.95,0.37082
26.96,0.37082
26.97,0.3702
26.98,0.36896
26.99,0.368341
27,0.368341
27.01,0.367722
27.02,0.366485
27.03,0.366485
27.04,0.365867
27.05,0.364632
27.06,0.364014
27.07,0.364014
